Facility Name,Location Address,Location Address2,City,State,Zip Code,County,Region,Phone Number,Owner Name,Owner Type,Activity Desc,Activity Number,Active,East Coordinate,North Coordinate,Accuracy Code,Waste Types,Authorization Number,Authorization Issue Date,Expiration Date,Georeference
Wills Wrecker,24913 Allen Road,,Lafargeville,NY,13656,Jefferson,6,3154822084,Thomas P. Wills,Private,VDF - large - registration,[23V50020],Yes,430208,4904200,4.1 - Address Matching,End of Life Vehicles,23V50020,11/21/2019,11/20/2024,"24913 Allen Road
Lafargeville, NY 13656
(44.291225, -75.883068)"
New Scotland (T) Transfer Station,237 Upper Flat Rock Road,,Clarksville,NY,12041,Albany,4,5184750385,Town of New Scotland,Municipal,Transfer facility - registration,[01T13401],Yes,585670,4715436,,Construction & Demolition Debris;Waste Tires;Electronics;Bulk Metal,01T13401,03/22/2019,03/22/2024,
MCAdam Street Ltd . d/b/a Phoenix Auto Parts,7 McAdam Street,,Bayshore,NY,11706,Suffolk,1,6316660630,Anthony Spitaliere,Private,VDF - large - registration,[52V50357],Yes,646404,4513364,4.3 - Utilization of Digital Orthophoto Quads,Engine Coolant/Antifreeze;Used Oil;End of Life Vehicles;Lead-acid Batteries,52V50357,08/16/2021,08/15/2026,"7 McAdam Street
Bayshore, NY 11706
(40.758045, -73.265201)"
Savannah Green Forever,744 Yellow Mills Rd.,,Palmyra,NY,14522,Wayne,8,5857755332,Ryan Heberle,Private,Land application - UFPW - registration,[59A30014],Yes,354963,4776740,,Non-recognizable Food Processing Waste,59A30014,04/27/2021,11/03/2022,"744 Yellow Mills Rd.
Palmyra, NY 14522
(43.037357, -77.257048)"
Grounds for a Peel Composting Inc.,178 Oxhead Road,,Centereach,NY,11720,Suffolk,1,9176477348,Glenda Alvarado-Ostrow,Private,Composting - SSO - registration,[52P20331],Yes,660288,4526655,4.3 - Utilization of Digital Orthophoto Quads,Food Scraps;Leaves;Wood/Brush,331,03/08/2021,03/08/2023,"178 Oxhead Road
Centereach, NY 11720
(40.873557, -73.097507)"
Peconic Recycling & Transfer Corp,560 Commerce Drive,,Cutchogue,NY,11935,Suffolk,1,,Anthony DiVello,Private,C&D processing - permit,[52T120],Yes,709888,4544720,,Construction & Demolition Debris,1-4738-03697/00001,08/18/2016,08/17/2021,"560 Commerce Drive
Cutchogue, NY 11935
(41.025691, -72.502491)"
Hyland Landfill,6653 Herdman Road,Hyland Facility Associates,Angelica,NY,14709,Allegany,9,5854667271,Hyland Facility Associates,Private,Landfill - MSW - permit,[02S17],Yes,251801,4686020,4.2 - Utilization of GIS and existing spatial data,Asbestos (Friable);Construction & Demolition Debris;Non-petroleum Contaminated Soil;Sludge (Industrial);Biosolids;MSW (Residential/Institutional & Commercial);Petroleum Contaminated Soil,9-0232-00003/00002,12/01/2015,05/01/2025,
Vespa Sand & Gravel LCD,Cemetary Road,,Felts Mills,NY,13638,Jefferson,6,3157886330,John Vespa Inc.,Private,Landfill - land clearing debris,[23D31],Yes,438897,4873319,4.1 - Address Matching,Land Clearing Debris,23D31,08/16/2008,,
Safeguard Waste Solutions; Inc.,6 Brown Road,,Colonie,NY,12205,Albany,4,,Frank Marotta,Private,RMW - permit,[01JP2601],Yes,596129,4728257,4.1 - Address Matching,,4-0126-00790/00001,11/15/2018,11/14/2028,"6 Brown Road
Colonie, NY 12205
(42.700283, -73.825452)"
Moscow Road Pit,1700-1712 Moscow Road,,Hamlin,NY,14464,Monroe,8,5855894481,Keeler Construction; Inc.,Private,CDDHRF - uncontaminated unadulterated wood - registration,[28C50027],Yes,258617,4804225,4.2 - Utilization of GIS and existing spatial data,Wood (Unadulterated),28C50027,02/16/2022,02/15/2027,"1700-1712 Moscow Road
Hamlin, NY 14464
(43.350371, -77.977762)"
CleanFiber Buffalo; LLC,250 Lake Avenue,,Blasdell,NY,14219,Erie,9,8186168393,CleanFiber Buffalo; LLC,Private,Nonspecific facility - permit,[15XP0027],Yes,186219,4745325,4.2 - Utilization of GIS and existing spatial data,Papermill Sludge,9-1448-00304/00002,12/26/2018,04/08/2023,"250 Lake Avenue
Blasdell, NY 14219
(42.797721, -78.836612)"
University of Rochester,601 Elmwood Ave,,Rochester,NY,14642,Monroe,8,5852754699,University of Rochester,,RMW - treatment at the site of generation - registration,[28J20025],Yes,286520,4777809,1 - No accuracy stated,Regulated Medical Waste,28J20025,06/11/2021,06/11/2026,"601 Elmwood Ave
Rochester, NY 14642
(43.12444, -77.622451)"
Giardini Brothers Gravel Pit,1709 Gargoyle Park Road,,Olean,NY,14760,Cattaraugus,9,7163737050,Giardini Bros. Construction Co.; Inc.,Private,CDDHRF - uncontaminated soil sand gravel rock - registration,[05C60028],Yes,213013,4663679,4.2 - Utilization of GIS and existing spatial data,Soil (Clean),05C60028,03/22/2021,03/22/2026,"1709 Gargoyle Park Road
Olean, NY 14760
(42.073879, -78.468243)"
Visone Construction,79 Sheldon Ave,,Depew,NY,14043,Erie,9,7166817331,A-C Transport Co. Inc.,Private,CDDHRF - uncontaminated soil sand gravel rock - registration,[15C60077],Yes,199626,4757588,1 - No accuracy stated,Gravel;Sand;Rock;Soil (Clean),15C60077,05/15/2020,05/15/2025,"79 Sheldon Ave
Depew, NY 14043
(42.911342, -78.678658)"
International Transportation & Equipment Exports; LTD,1A Bahama Street,,Lindenhurst,NY,11757,Suffolk,1,6318841999,Michael Bulzomi,Private,Scrap metal processor - registration,[52V30317],Yes,639316,4506372,1 - No accuracy stated,Scrap Metal - Non-ferrous ;Scrap Metal - Aluminum ;Scrap Metal - Ferrous,52-0317,08/12/2020,08/11/2025,"1A Bahama Street
Lindenhurst, NY 11757
(40.695491, -73.350629)"
Edison Paving Corporation Onderdonk Ridge Mine,313 US Route 20,,East Greenbush,NY,12144,Rensselaer,4,5186742854,Edison Paving Corporation,Private,CDDHRF - uncontaminated soil sand gravel rock - registration,[42C62412],Yes,604838,4718670,1.1 - Obtained from original submission and unverified process,Soil (Clean);Gravel;Rock;Sand,42C62412,03/10/2021,03/10/2026,
Empire Recycling Corp,1101 West Clark Street,Bldg. 38,Endicott,NY,13760,Broome,7,6077291518,Empire Recycling,Private,RHRF - greater than 5 tpd - registration,[04R20019],Yes,413234,4662222,4.1 - Address Matching,Paper/Cardboard;Wood (Pallets & Crates);Plastics;Commingled Paper;Commingled Containers;Newspaper;Office Paper;Paperboard/Boxboard;Metals (Ferrous);Metals (Non-Ferrous),04R20019,10/18/2018,05/03/2023,"1101 West Clark Street
Endicott, NY 13760
(42.107165, -76.048336)"
Conte Containers Fullers Trucking,8692 State Highway 56,,Raymondville,NY,13678,St. Lawrence,6,3152509600,Charlotte Beamis,Private,RHRF - registration,[45M19],Yes,501741,4964390,4.1 - Address Matching,,45M19,08/12/2015,,"8692 State Highway 56
Raymondville, NY 13678
(44.832826, -74.978112)"
Southport Rail & Transfer LLC,250 Lake Avenue,,Blasdell,NY,14219,Erie,9,7168221414,Southport Rail Transfer LLC,Private,C&D processing - registration,[15W51],Yes,186173,4745238,4.2 - Utilization of GIS and existing spatial data,Concrete,15W51,02/04/2010,,"250 Lake Avenue
Blasdell, NY 14219
(42.797721, -78.836612)"
Prime Environmental Corp.,531 Barretto Street,,Bronx,NY,10474,Bronx,2,7184844007,Kenneth Song,Private,Used cooking oil & yellow grease processing - permit,[03UP0097],Yes,593735,4518361,,Used Cooking Oil;Food Scraps;Water (Waste),2-6007-00865/00001,01/31/2018,01/30/2023,"531 Barretto Street
Bronx, NY 10474
(40.810922, -73.888424)"
Sustainable Materials Management Inc,2 Bayview Road,,Cortlandt Manor,NY,10567,Westchester,3,9142656067,Sustainable Materials Management; Inc,Private,Composting - SSO - registration,[60P201],Yes,587912,4572341,4 - GIS Assisted,Source Separated Organic Waste (SSOW);Wood/Brush,60P201,04/19/2018,04/19/2022,"2 Bayview Road
Cortlandt Manor, NY 10567
(41.210021, -73.883369)"
Town of Marcellus Transfer Station,4262 Slate Hill Road,,Marcellus,NY,13108,Onondaga,7,3156733127,Town of Marcellus,Municipal,Transfer facility - registration,[34T10039],Yes,391407,4759262,4.2 - Utilization of GIS and existing spatial data,MSW (Residential/Institutional & Commercial);Metals (Ferrous & Non-Ferrous),34T10039,09/30/2019,09/30/2024,"4262 Slate Hill Road
Marcellus, NY 13108
(42.978101, -76.332699)"
Dan Arnold LCD Landfill,921 Whitesides Rd,,Broadalbin,NY,12025,Saratoga,5,5188835733,Dan Arnold,Private,Landfill - land clearing debris,[46D30],Yes,572900,4768177,1 - No accuracy stated,Land Clearing Debris,46D30,06/16/2005,,"921 Whitesides Rd
Broadalbin, NY 12025
(43.062428, -74.105467)"
Druker Auto Sales,1282 Dombroski rd,,Tyrone,NY,14837,Schuyler,8,6072438433,Robert Druker,Private,VDF - large - registration,[49V50020],Yes,333719,4705538,,End of Life Vehicles;Transmission Fluid;Used Oil;Waste Tire,49V50020,12/09/2019,12/09/2024,"1282 Dombroski rd
Tyrone, NY 14837
(42.484663, -77.024092)"
Frewsburg Transfer Station,29 Railroad Avenue,,Frewsburg,NY,14738,Chautauqua,9,7165695074,Casella Waste Management of NY Inc,Private,RHRF - greater than 5 tpd - registration,[07R20052],Yes,155088,4664238,4.2 - Utilization of GIS and existing spatial data,Other Ferrous Scrap Metal;Commingled Paper;Other Non-Ferrous Scrap Metal;Plastic,07R20052,09/18/2019,09/18/2024,"29 Railroad Avenue
Frewsburg, NY 14738
(42.054517, -79.167629)"
Northern Transfer Station,5802 St Hwy 28,,Cooperstown,NY,13326,Otsego,4,6075475967,Otsego County,Municipal,Transfer facility - permit,[39TP5050],Yes,504419,4728822,1 - No accuracy stated,,4-3650-00019/00003,08/07/2019,07/18/2024,"5802 St Hwy 28
Cooperstown, NY 13326
(42.708022, -74.949385)"
Geneva (T) Rural Transfer,32 White Springs Road,,Geneva,NY,14456,Ontario,8,3157896727,Town of Geneva,Municipal,Transfer facility - registration,[35T10017],Yes,336581,4746780,4.1 - Address Matching,MSW (Residential/Institutional & Commercial);Single Stream,35T10017,10/14/2020,10/13/2025,"32 White Springs Road
Geneva, NY 14456
(42.856497, -76.999812)"
Rifenburg Herkimer Pit,5835 Route 5,,Herkimer,NY,13350,Herkimer,6,,Rifenburg Construction Inc.,Private,CDDHRF - concrete rock brick - registration,[22C10005],Yes,505554,4763545,1 - No accuracy stated,Concrete;Brick,22C10005,05/15/2019,05/14/2024,"5835 Route 5
Herkimer, NY 13350
(43.024145, -74.933818)"
Schultz Farm,274 Picket Hill Road,,Schoharie,NY,12157,Schoharie,4,,New England Waste Services of ME; Inc. DBA Casella Organics,Private,Land application - UFPW - registration,[48A34201],Yes,561948,4722878,,Non-recognizable Food Processing Waste,48A34201,03/15/2019,03/15/2024,"274 Picket Hill Road
Schoharie, NY 12157
(42.653613, -74.239493)"
Rock Stream Vineyards; LLC,378 Allen Road,,Rock Stream,NY,14878,Yates,8,6072435395,Mark Karasz,,Land application - UFPW - registration,[62A30009],Yes,628629,4682043,1 - No accuracy stated,Food Scraps,62A30009,08/30/2019,08/29/2024,"378 Allen Road
Rock Stream, NY 14878
(42.480557, -76.939669)"
G&G Tire Company Inc,20 Mckinley Ave,,Plattsburgh,NY,12901,Clinton,5,5185636430,Debbie Bruno,Private,WTHRF - retreader - registration,[10W30012],Yes,622781,4948833,4 - GIS Assisted,Tire,10W30012,07/25/2019,07/25/2024,"20 Mckinley Ave
Plattsburgh, NY 12901
(44.68249, -73.450964)"
Jose Lema Industries Recycling Facility,246 Gale Rd,,Mongaup Valley,NY,12762,Sullivan,3,8455835000,Jose Lema Bouzas,,C&D processing - registration,[53W01],Yes,519234,4614189,,,53W01,11/30/1998,,"246 Gale Rd
Mongaup Valley, NY 12762
(41.681024, -74.772244)"
Perkins; LLC,4343 Whalen Road,,Great Valley,NY,14779,Cattaraugus,9,,Fred Perkins,Private,CDDHRF - asphalt pavement and millings - registration,[05C20016],Yes,195861,4677063,4 - GIS Assisted,Asphalt,05C20016,01/03/2019,01/02/2024,"4343 Whalen Road
Great Valley, NY 14779
(42.194351, -78.678103)"
Bonded Concrete,255 Watervliet Shaker Road,,Watervliet,NY,12189,Albany,4,5182712518,Bonded Concrete,Private,C&D processing - registration,[01W04],Yes,604790,4730573,,Concrete;Construction & Demolition Debris,01W04,,,"255 Watervliet Shaker Road
Watervliet, NY 12189
(42.722754, -73.721885)"
Hope Solid Waste and Recyclables Collection Site,Route 30,,Hope,NY,12134,Hamilton,5,5189243400,Town of Hope,Municipal,Transfer station - registration,[21R02],Yes,561314,4794921,,Construction & Demolition Debris;MSW (Residential/Institutional & Commercial),21R02,,,
Wells TS and LCD LF,232 Griffin Road,,Wells,NY,12190,Hamilton,5,5189247912,Town of Wells,Municipal,Landfill - land clearing debris,[21D11],Yes,559211,4806968,,Construction & Demolition Debris;MSW (Residential/Institutional & Commercial),,,,"232 Griffin Road
Wells, NY 12190
(43.415122, -74.268713)"
National Waste Disposal Corp,9 Lincoln Ave,,Bayshore,NY,11706,Suffolk,1,6312420300,National Waste Disposal Corp,Private,C&D processing - permit,[52W57],Yes,644718,4514705,4.3 - Utilization of Digital Orthophoto Quads,Construction & Demolition Debris,1-4728-00937/00004,10/31/2013,10/30/2018,"9 Lincoln Ave
Bayshore, NY 11706
(40.770402, -73.285356)"
Carbon Activated Corporation,3774 Hoover Road,,Blasdell,NY,14219,Erie,9,7168217830,Carbon Activated Corporation,Private,Combustion - alternative fuel storage - registration,[15B40002],Yes,184910,4743961,4.2 - Utilization of GIS and existing spatial data,Spent Activated Carbon,15B40002,11/19/2018,11/19/2023,"3774 Hoover Road
Blasdell, NY 14219
(42.782956, -78.851979)"
Przestrzelski Septic Service,121 Brookman's Corners Road,,Fort Plain,NY,13339,Montgomery,4,5189932925,David Przestrzelski,Private,Land application - septage - registration,[29A43001],Yes,524833,4753241,,Septage,29A43001,04/02/2019,04/02/2024,"121 Brookman's Corners Road
Fort Plain, NY 13339
(42.934608, -74.702832)"
Golden's Body Shop LLC,414 Turner Street,,Oxford,NY,13830,Chenango,7,6078436412,Timothy S Golden,Private,VDF - large - registration,[09V50010],Yes,453456,4703600,,,09V50010,06/25/2018,05/04/2023,"414 Turner Street
Oxford, NY 13830
(42.483352, -75.567313)"
East Fulton Street-Johnstown TS,876 State Highway 29A (East Fulton Street Ext.),,Gloversville,NY,12078,Fulton,5,5187365501,Fulton County,County,RHRF - 5 tpd or less - registration,[18R10003],Yes,556209,4766542,,Electronics;Single Stream;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal,18R10003,07/02/2018,07/01/2023,
Northern Erie Supply,9220 County Road,,Clarence,NY,14032,Erie,9,,Northern Erie Supply,Private,Composting - yard trimmings - registration,[15P10094],Yes,202848,4770931,4 - GIS Assisted,Yard Waste,15P10094,06/30/2021,06/30/2026,"9220 County Road
Clarence, NY 14032
(43.032185, -78.646465)"
May Kam Auto Center Inc,59 Rector Street,,Staten Island,NY,10310,Richmond,2,7188159807,May Kam Auto Center Inc.,,VDF - large - registration,[43V50004],Yes,573767,4498652,4.2 - Utilization of GIS and existing spatial data,End of Life Vehicles,43V50004,09/30/2020,09/29/2025,"59 Rector Street
Staten Island, NY 10310
(40.635618, -74.127941)"
JLB Enterprise Scrap & Recycling,103 Otsquago Club Road,,Minden,NY,13339,Montgomery,4,,James L Bent Jr,Private,VDF - small - registration,[29V23001],Yes,530093,4755410,1 - No accuracy stated,End of Life Vehicles,29V13001,02/19/2021,02/19/2026,"103 Otsquago Club Road
Minden, NY 13339
(42.938588, -74.623036)"
Cousins Metal Industries Inc,460 Brown Court,,Oceanside,NY,11572,Nassau,1,5165367755,Cousins Metal Industries Inc,Private,RHRF - exempt (non-VDF),[30M00],Yes,613893,4497982,,,,,,"460 Brown Court
Oceanside, NY 11572
(40.624399, -73.653429)"
NYSDEC Wildlife Resources Center,108 Game Farm Rd,,Delmar,NY,12054,Albany,4,5184783038,,,Regulated medical waste - onsite treatment,[01Q02],Yes,590663,4717920,,,4-0134-00019/00018,11/20/2018,11/19/2028,"108 Game Farm Rd
Delmar, NY 12054
(42.608065, -73.894724)"
Summit Auto Inc,3973 Route 209,,Summitville,NY,12781,Sullivan,3,8458882500,Jim Blakesky,Private,Vehicle Dismantling Facility,[53J08],Yes,545624,4608059,,,,,,
Cardo Site Development Storage Yard,36 & 38 Old Country Road,,Quogue,NY,11959,Suffolk,1,6316534377,36-38 OCR LLC,Private,CDDHRF - concrete rock brick - registration,[52C10272],Yes,701806,4523409,4.3 - Utilization of Digital Orthophoto Quads,Concrete;Brick;Rock,52C10266,05/22/2019,05/21/2024,"36 & 38 Old Country Road
Quogue, NY 11959
(40.836857, -72.608039)"
Walt Scott Timber Service,2200 Brandt Road,,Lyons,NY,14489,Wayne,8,5852617262,Richard Rogers,Private,Landfill - land clearing debris,[59D03],Yes,334927,4772658,1 - No accuracy stated,,59D03,06/27/2011,,"2200 Brandt Road
Lyons, NY 14489
(43.089305, -77.029544)"
Rye (C) DPW,141 Oakland Beach Avenue,,Rye,NY,10580,Westchester,3,9149677464,City of Rye,Municipal,Transfer station - registration,[60R13],Yes,610258,4535713,,Yard Waste;Wood (Brush/ Branches/ Trees/ Stumps),60R13,,,"141 Oakland Beach Avenue
Rye, NY 10580
(40.963064, -73.69285)"
Clarkie's Auto Salvage,191 Geyser Rd.,,Saratoga Springs,NY,12866,Saratoga,5,5185845376,Thomas Clark,Private,Motor vehicle repair shop - large - registration,[46V40011],Yes,594453,4767040,,End of Life Vehicles,46V40011,01/30/2019,01/29/2024,"191 Geyser Rd.
Saratoga Springs, NY 12866
(43.050303, -73.83971)"
Nuwer's Auto Parts Inc.,7178 Vermont Hill Road,,Holland,NY,14080,Erie,9,7165372800,Nuwers's Auto Parts; Inc.,Private,Scrap metal processor - registration,[15V30032],Yes,209870,4732340,1 - No accuracy stated,Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous ;End of Life Vehicles,15V30032,02/22/2019,02/22/2024,"7178 Vermont Hill Road
Holland, NY 14080
(42.687617, -78.537704)"
Skyway Auto Parts Inc.,637 Tifft Street,,Buffalo,NY,14220,Erie,9,7168244348,Metalico Inc.,Private,VDF - large - registration,[15V50003],Yes,186516,4750765,1 - No accuracy stated,End of Life Vehicles,15V50003,09/20/2018,09/20/2023,"637 Tifft Street
Buffalo, NY 14220
(42.847061, -78.836068)"
Carol Boone Property,10774 County Road 27B,,Hume,NY,14735,Allegany,9,,L. M. White Septic Inc,Private,Land application - septage - registration,[02A40005],Yes,246363,4706207,1 - No accuracy stated,Septage,02A40005,11/01/2018,11/01/2023,"10774 County Road 27B
Hume, NY 14735
(42.466577, -78.08543)"
Stony Brook University CMM Building P-2 Lab,CMM Building P-2 Lab,Stony Brook University,Stony Brook,NY,11794,Suffolk,1,6316326410,SUNY @ Stony Brook,State,RMW - treatment at the site of generation - registration,[0316],Yes,658383,4530650,4.3 - Utilization of Digital Orthophoto Quads,Regulated Medical Waste,52J20316,05/21/2020,05/20/2025,
Newton Salvage,1638 Wilcox Road,,Georgetown,NY,13072,Madison,7,3153998734,Zachary D. Newton,Private,VDF - small - registration,[27V20016],Yes,434679,4738700,,End of Life Vehicles;Scrap Metal - Non-ferrous,27V20016,02/26/2019,02/26/2024,"1638 Wilcox Road
Georgetown, NY 13072
(42.803602, -75.801643)"
North Castle (T) Middle Patent Road Gravel Pit Leaf TS,47 Middle Patent Road,,Armonk,NY,10504,Westchester,3,9142733561,Town of North Castle,Municipal,Transfer facility - registration,[60T107],Yes,612183,4556722,,Yard Waste;Wood (Chips),60T107,06/12/2018,06/12/2023,"47 Middle Patent Road
Armonk, NY 10504
(41.15543, -73.664585)"
Polkville Crushed Stone,3779 US Route 11,,McGraw,NY,13101,Cortland,7,6077533358,Suit-Kote Corporation,Private,C&D processing - registration,[12W01],Yes,407121,4715589,,Asphalt;Concrete;Soil (Clean),12W01,06/07/2016,,"3779 US Route 11
McGraw, NY 13101
(42.584843, -76.128322)"
Tri-Municipal Wastewater Treatment Facility,345 Sheafe Rd.,,Wappingers Falls,NY,12590,Dutchess,3,8452975622,Tri-Municipal Sewer Commission,,Composting - biosolids/other - permit,[14PP0001],Yes,588891,4607589,,Biosolids,3-1346-00066/00013,02/10/2017,02/09/2022,"345 Sheafe Rd.
Wappingers Falls, NY 12590
(41.607681, -73.93634)"
Henderson Transfer Station,12105 Town Barn Road,,Henderson,NY,13650,Jefferson,6,3159387434,Town of Henderson,Municipal,Transfer facility - registration,[23T10027],Yes,405056,4855056,4.1 - Address Matching,Construction & Demolition Debris;MSW (Residential/Institutional & Commercial),23T10027,11/21/2019,11/20/2024,"12105 Town Barn Road
Henderson, NY 13650
(43.842504, -76.180825)"
